datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,icon
13-07-2019,36,28,31.5,48.7,34.5,41.7,27.3,79,0.001,4.17,22.3,210.8,1001.7,60.4,3.7,193.1,16.6,6,Rain & Partially cloudy,rain
14-07-2019,37,29,32.4,51.5,35.6,42.7,27,74.5,0,0,22.3,214.9,999.9,55.8,3.6,240.9,20.7,8,Partially cloudy,partly-cloudy-day
15-07-2019,38,29,32.5,49.1,36.8,42.2,26.7,72.5,0,0,16.6,210.3,999.2,50.4,3.5,223.9,19.3,7,Partially cloudy,partly-cloudy-day
16-07-2019,37,27.4,30.1,50.2,31.8,38.5,26.8,83,43.561,8.33,18.4,185.6,1000.8,54.8,3.4,254.1,21.9,9,Rain & Partially cloudy,rain
17-07-2019,36.1,26.9,31.6,52.5,30.6,40.5,26.5,75.3,0,0,18.4,133.7,1000.6,38,3.6,248.7,21.5,8,Partially cloudy,partly-cloudy-day
18-07-2019,35.5,28.8,31.8,48.7,35.6,41.6,26.9,76.2,0,0,16.6,136.5,1000.7,40.8,3.9,251.6,21.8,8,Partially cloudy,partly-cloudy-day
19-07-2019,36,27,31.4,46.3,31.2,38.9,25.8,73.6,0.012,4.17,20.5,139,1001.5,41.4,4.9,225.1,19.5,7,Rain & Partially cloudy,rain
20-07-2019,36,27,31.3,46.7,31.2,40,26.6,77.2,0.018,8.33,22.3,169.2,1003,41.4,4.1,238.3,20.3,8,Rain & Partially cloudy,rain
21-07-2019,36,28,31.6,48.1,34.5,40.5,26.6,75.9,5.676,4.17,24.1,195.5,1003.1,46.8,4,231.1,20.1,7,Rain & Partially cloudy,rain
22-07-2019,36,28,31.4,48.1,33.6,40.4,26.6,76.4,0.358,4.17,25.9,198,1002.5,49.9,4,241.5,20.9,8,Rain & Partially cloudy,rain
23-07-2019,36,28,31.5,48.1,33.6,39.9,26.3,75.3,0.024,4.17,27.7,192.9,1001.8,48.4,4.2,237.7,20.4,9,Rain & Partially cloudy,rain
24-07-2019,35.7,27,30.6,46.7,30.6,38.5,26.4,79.6,0,0,18.4,195.2,1001.3,62.6,4.2,241.7,21,8,Partially cloudy,partly-cloudy-day
25-07-2019,34,27,29.8,44.3,30.6,37.1,26.2,81.5,0.048,8.33,16.6,170.9,1000.9,70.2,3.7,156.4,13.5,6,Rain & Partially cloudy,rain
26-07-2019,31,26,28.2,40.6,26,34,26.5,90.8,8.47,12.5,14.8,104.9,998.6,76.5,3.4,59.7,5.2,2,Rain & Partially cloudy,rain
27-07-2019,32,26,28.5,42.3,26,33.8,26.1,87.2,3.519,16.67,16.6,128.5,998.1,68.1,3.9,146.9,12.8,5,Rain & Partially cloudy,rain
28-07-2019,32.1,26,28.2,42.3,26,33.6,26.2,89.1,9.754,8.33,22.3,105.9,998.7,57.6,3.9,167.5,14.3,5,Rain & Partially cloudy,rain
29-07-2019,29,26,27.2,36.8,26,30.9,25.9,92.3,23.785,16.67,27.7,133.7,1000.2,69.1,3.4,203.2,17.5,7,Rain & Partially cloudy,rain
30-07-2019,32.7,26,28.6,44.1,26,34.8,26.3,87.6,4.417,12.5,22.3,173.9,1002.1,62.4,3.6,211.5,18.2,8,Rain & Partially cloudy,rain
31-07-2019,32,27,29.1,42.3,30.6,35.9,26.3,85.6,1.716,12.5,16.6,178.2,1000.9,63.7,4,206.3,17.9,9,Rain & Partially cloudy,rain
01-08-2019,33,27,29.6,43.8,31.2,36.5,26.1,82.3,0,0,18.4,155,999.7,46.8,3.7,197.3,17,7,Partially cloudy,partly-cloudy-day
02-08-2019,34,27,29.4,47.3,31.2,37,26.6,85.5,3.298,12.5,18.4,121.2,998.4,51.2,4,199.6,17.4,7,Rain & Partially cloudy,rain
03-08-2019,33,27,29.3,43.8,30.6,37,26.7,86,0.132,12.5,13,121.3,997.5,61.7,3.9,213.4,18.6,6,Rain & Partially cloudy,rain
04-08-2019,33,27,29.2,46.6,31.8,37.1,27,88.5,12.162,8.33,11.2,254.8,996.5,62.8,3.5,169.9,14.5,7,Rain & Partially cloudy,rain
05-08-2019,36,27.8,30.9,48.1,33.8,40.6,27.4,82.7,0.001,4.17,14.8,38.9,994.5,62.3,3.5,176.2,15.2,7,Rain & Partially cloudy,rain
06-08-2019,33,26,28.6,45.8,26,35.5,26.8,90.2,1.346,12.5,24.1,84.2,992.7,72.5,3.5,146.7,12.7,6,Rain & Partially cloudy,rain
07-08-2019,30,26,27.2,40.4,26,31,26,93.2,29.605,25,25.9,100.6,990.9,77.6,3.1,119.8,10.4,4,Rain & Partially cloudy,rain
08-08-2019,28.8,26,26.9,35.9,26,29.5,25.8,94,47.02,20.83,20.5,160.4,995.2,74.9,3.2,109.9,9.5,4,Rain & Partially cloudy,rain
09-08-2019,33,26,29.5,45.8,26,36.7,26.5,84.7,0,0,16.6,155.6,1000,55.7,3.6,187.9,16.2,6,Partially cloudy,partly-cloudy-day
10-08-2019,35,27,30.1,48.7,31.2,39.1,27.3,85.4,8.108,4.17,11.2,219,999.4,56.4,3.4,217.7,18.7,8,Rain & Partially cloudy,rain
11-08-2019,36,27,30.7,51,31.2,40.3,27.2,82.4,0.361,4.17,14.8,347.8,998,60.1,3.3,234.2,20.1,8,Rain & Partially cloudy,rain
12-08-2019,31.3,27,28.5,42.4,30.6,35.5,26.7,89.8,8.145,8.33,13,27.8,996.9,75.1,3.5,131.4,11.5,6,Rain & Partially cloudy,rain
13-08-2019,29.1,26,27.2,36.9,26,30.8,25.9,92.8,24.342,12.5,18.4,132.5,998.4,79.7,3.3,78.8,6.7,4,Rain & Partially cloudy,rain
14-08-2019,31.6,26,28.5,42.4,26,35.1,26.6,90.1,35.438,12.5,22.3,166,1002.5,73.4,3.3,115.2,9.8,4,Rain & Partially cloudy,rain
15-08-2019,29.4,25,27.2,39.2,25,31.8,26.3,94.5,19.325,12.5,22.3,178.7,1004.3,75.5,3.2,134.1,11.5,7,Rain & Partially cloudy,rain
16-08-2019,32.8,24,28.3,46.6,24,34.8,26.8,92,83.629,8.33,14.8,178,1003,79.4,3,149.4,12.8,5,Rain & Partially cloudy,rain
17-08-2019,26.5,24,25.6,26.5,24,25.6,25,96.2,73.163,20.83,14.8,235.6,1002.8,75.4,2.6,37.1,3.4,2,Rain & Partially cloudy,rain
18-08-2019,29.1,25,26.8,36.8,25,29.3,25.5,92.7,10.737,16.67,20.5,164.7,1003.3,73.3,3.2,136.5,11.8,5,Rain & Partially cloudy,rain
19-08-2019,33.3,26,29.4,44.3,26,35.8,26.1,83.2,0.206,4.17,25.9,176.1,1004.4,47.9,3.9,227.9,19.6,8,Rain & Partially cloudy,rain
20-08-2019,33,27,28.9,45.8,31.2,36.5,26.9,89.4,0.568,4.17,16.6,164.4,1003.3,60.6,3.6,216.5,18.9,7,Rain & Partially cloudy,rain
21-08-2019,34.6,26,30.3,49.5,26,39.4,27.1,83.7,0.007,4.17,16.6,139.5,1001.8,50.9,3.5,243.8,21.1,9,Rain & Partially cloudy,rain
22-08-2019,35,25,29.6,48.7,25,36.7,26.5,84.7,31.321,8.33,16.6,132.5,1001.4,59,3.4,210.5,18.1,9,Rain & Partially cloudy,rain
23-08-2019,32.1,25,28.8,44.1,25,34.9,26.4,87.3,0.28,4.17,24.1,139.7,1001.8,64.5,3.5,162.8,14.1,7,Rain & Partially cloudy,rain
24-08-2019,29,26,27.5,36.9,26,32.1,26.2,92.9,12.235,12.5,11.2,106.9,1002,69,3.5,122.3,10.5,6,Rain & Partially cloudy,rain
25-08-2019,30,25,27.3,40.4,25,31.4,26,92.5,14.643,12.5,16.6,73.8,1001.5,73.1,3.2,132,11.4,6,Rain & Partially cloudy,rain
26-08-2019,32,26,27.7,42.3,26,32.2,26,90.8,1.701,12.5,20.5,112.9,1001.1,60.9,3.4,162.8,14,6,Rain & Partially cloudy,rain
27-08-2019,33,26,28.6,45.8,26,34.9,26.4,87.9,0.405,4.17,18.4,122.1,1000.9,61.4,3.5,213.3,18.4,7,Rain & Partially cloudy,rain
28-08-2019,33,26,29.2,46.5,26,36.7,26.9,87.6,10.819,12.5,16.6,105.8,1002.3,58.6,3.4,194.1,16.6,6,Rain & Partially cloudy,rain
29-08-2019,33,26,28.6,45.8,26,35.5,26.8,90.1,16.229,4.17,14.8,103.2,1003.1,57,3.4,161.4,14,6,Rain & Partially cloudy,rain
30-08-2019,35,26,30.1,48.7,26,38.2,26.7,83.1,0.254,4.17,13,135.4,1001.3,44.3,3.7,218.7,18.9,8,Rain & Partially cloudy,rain
31-08-2019,34,27,30.5,47.3,31.2,38.9,26.7,80.9,0,0,14.8,131,1000.3,51.7,3.7,215,18.6,8,Partially cloudy,partly-cloudy-day
01-09-2019,34,26,29.6,47.3,26,37,26.8,85.8,18.016,12.5,14.8,24.9,1000.8,72.3,3.5,132,11.4,6,Rain & Partially cloudy,rain
02-09-2019,34,26,29,47.3,26,35.4,26.5,87.1,14.773,8.33,27.7,114.5,1000.1,61.1,3.6,143.9,12.3,7,Rain & Partially cloudy,rain
03-09-2019,31.1,26,28.2,44.3,26,33.8,26.5,90.9,22.176,8.33,16.6,90.9,999.3,68.9,3.6,132.7,11.6,5,Rain & Partially cloudy,rain
04-09-2019,32,27,29.1,46.2,30.6,36.9,26.9,88.4,0.811,4.17,18.4,100.9,998.9,62.1,3.6,153.2,13.3,5,Rain & Partially cloudy,rain
05-09-2019,33,27,29.1,44.1,30.6,36.6,26.8,87.5,2.516,12.5,20.5,89.3,998.9,59,4,163.1,13.9,6,Rain & Partially cloudy,rain
06-09-2019,33,27,29.4,45.8,31.2,36.9,26.6,85.6,12.171,12.5,20.5,99,997.9,55.6,3.7,184.3,16,7,Rain & Partially cloudy,rain
07-09-2019,31,27,27.9,40.6,31.2,33.9,26.6,92.5,11.585,16.67,20.5,109.1,998.7,72.1,3.2,169.1,14.6,6,Rain & Partially cloudy,rain
08-09-2019,30.1,26,27.6,40.3,26,32.9,26.6,94,7.684,20.83,14.8,145.3,1000.8,68.7,3.4,172.4,14.8,5,Rain & Partially cloudy,rain
09-09-2019,33.4,26.8,29.6,45.8,30.8,37.8,27,86.6,12.325,8.33,22.3,185.3,1000.8,60.2,3.7,163.6,14.1,7,Rain & Partially cloudy,rain
10-09-2019,32.9,27,29.3,44.3,31.8,37.6,27.2,88.9,0,0,13,185.2,1001.2,66.1,3.1,161.7,13.9,6,Partially cloudy,partly-cloudy-day
11-09-2019,30,26.2,28.4,42.2,26.2,35.6,27.2,93.1,33.933,12.5,13,174.1,1002.1,72.2,3.2,94.2,8.1,7,Rain & Partially cloudy,rain
12-09-2019,29,25,27.2,36.8,25,31,25.8,92.4,13.711,16.67,22.3,186.9,1004.4,73.5,3.1,48.1,4.2,2,Rain & Partially cloudy,rain
13-09-2019,32,27,28.5,44.1,31.2,35.2,26.7,90,0.084,4.17,24.1,181.9,1006.2,66,3.5,162.3,13.8,5,Rain & Partially cloudy,rain
14-09-2019,34,26,29.6,44.1,26,37.2,26.7,84.7,0.162,4.17,22.3,181.5,1005.9,56,3.5,182.1,15.6,7,Rain & Partially cloudy,rain
15-09-2019,34,27,30.4,47.3,31.8,39.1,26.9,82.5,0,0,14.8,191.2,1005.3,48.6,3.8,215.7,18.7,7,Partially cloudy,partly-cloudy-day
16-09-2019,34,27,30.1,47.3,31.2,38.7,26.9,83.5,0,0,20.5,169.7,1004.4,54.3,3.5,210.4,18.1,7,Partially cloudy,partly-cloudy-day
17-09-2019,35,27,30.2,45.3,30.6,37.4,26.1,79.6,0,0,14.8,145.1,1006,44.3,4.1,228.7,19.8,8,Partially cloudy,partly-cloudy-day
18-09-2019,34,26,29.2,45.1,26,35.9,26.3,84.9,1.622,4.17,18.4,112,1008.6,56,3.7,218.6,18.9,8,Rain & Partially cloudy,rain
19-09-2019,34,27,30.2,47.3,31.2,38.1,26.6,82.2,1.062,4.17,14.8,138.9,1009,45.7,3.8,214,18.6,7,Rain & Partially cloudy,rain
20-09-2019,35,27.6,30.1,47.3,32.8,38.7,27,83.9,25.136,8.33,22.3,214.4,1008,54,3.7,237.7,20.5,8,Rain & Partially cloudy,rain
21-09-2019,34,25,28,42.3,25,31.8,25.6,87.8,8.882,4.17,18.4,115.2,1007.5,50.5,3.4,221.3,19.1,9,Rain & Partially cloudy,rain
22-09-2019,33,25,28.4,45.8,25,33.3,25.9,87.1,0.813,8.33,16.6,124.9,1008.7,62.8,3.6,157.4,13.6,7,Rain & Partially cloudy,rain
23-09-2019,32,27,28.7,44.1,31.2,35.4,26.6,88.8,2.481,8.33,18.4,104.9,1009.8,63.6,3.6,126.7,10.8,4,Rain & Partially cloudy,rain
24-09-2019,30,24,26.1,38.8,24,28.2,25,93.8,62.483,25,20.5,126.8,1010.9,77.8,3.3,124.1,10.8,5,Rain & Partially cloudy,rain
25-09-2019,26.2,24,25.1,26.2,24,25.1,24.3,95.2,20.892,16.67,11.2,112.4,1013.6,74.6,3.2,94.7,8.2,5,Rain & Partially cloudy,rain
26-09-2019,30,23,25.9,38.8,23,27.9,24.5,92,7.491,16.67,11.6,113.2,1015,74.3,2.8,70.3,6,4,Rain & Partially cloudy,rain
27-09-2019,29.6,24,26.6,36.8,24,29.7,25,91.2,3.251,16.67,11.2,177.4,1014.2,73.3,3.3,99.3,8.7,4,Rain & Partially cloudy,rain
28-09-2019,29,24,25.7,36.8,24,27.1,24.5,93.3,4.92,12.5,25.9,131.3,1012.7,76.6,3.1,77.8,6.7,3,Rain & Partially cloudy,rain
29-09-2019,28.1,23,25.4,33.6,23,26.5,24.1,93,31.378,12.5,11.2,126.2,1012.8,67.6,3.4,103.1,8.9,4,Rain & Partially cloudy,rain
30-09-2019,31.4,24,27,40.6,24,29.8,24.7,87.8,3.097,8.33,16.6,203.4,1009.2,67.6,3.5,162.6,14.1,7,Rain & Partially cloudy,rain
01-10-2019,33,25,28.9,43.8,25,34.3,25.7,83.5,0,0,14.8,282.5,1007.8,56.6,3.6,183.7,15.8,8,Partially cloudy,partly-cloudy-day
02-10-2019,34,26,29.6,45.8,26,36.4,26.1,82.4,0,0,13,309.5,1008.7,46.9,3.2,194.9,16.9,8,Partially cloudy,partly-cloudy-day
03-10-2019,33,24,28.3,42.3,24,33.4,25.7,86.6,5.338,16.67,20.5,178.8,1008.6,63.5,3.2,167.8,14.5,7,Rain & Partially cloudy,rain
04-10-2019,33.2,26,29.1,43.8,26,35.1,26.1,84.5,0.447,8.33,18.4,181.8,1008.3,54.6,3.3,169,14.6,6,Rain & Partially cloudy,rain
05-10-2019,33,26,28.1,44.3,26,33,26.2,90.1,6.754,8.33,20.5,152.6,1008.1,55.5,3,184.3,15.9,7,Rain & Partially cloudy,rain
06-10-2019,34,26,28.8,45.8,26,34.6,26.3,87,0.568,4.17,16.6,177.9,1009.2,63,3,182.4,15.8,7,Rain & Partially cloudy,rain
07-10-2019,29.6,25,26.7,35.4,25,28.9,25,90.1,0,0,16.6,79.6,1010,66.9,3.2,142.4,12.3,6,Partially cloudy,partly-cloudy-day
08-10-2019,31,24,27.5,40.6,24,31,24.8,85.7,0,0,16.6,124,1010.4,57.8,3.4,132.2,11.5,7,Partially cloudy,partly-cloudy-day
09-10-2019,27.4,23,24.6,31.4,23,25.1,23.7,94.8,52.559,16.67,13,63.5,1010.2,74.9,3.1,92.1,7.9,4,Rain & Partially cloudy,rain
10-10-2019,30,24,26.3,37.4,24,28.3,24.3,89.1,4.585,8.33,13,358.3,1009.2,63.1,3.7,151.6,13.3,7,Rain & Partially cloudy,rain
11-10-2019,31.8,24,27.5,39.1,24,30.6,24.7,85.6,0,0,14.8,19,1009.6,33.9,3.9,204.3,17.8,8,Partially cloudy,partly-cloudy-day
12-10-2019,32.2,24,28.2,40.6,24,32.3,24.7,82.1,0,0,11.2,33.9,1010.4,30.9,3.5,200.7,17.3,7,Partially cloudy,partly-cloudy-day
13-10-2019,32,25,28,40.6,25,31.7,25.1,84.6,0.405,4.17,11.2,2.2,1010.9,34,3.1,194.3,17,7,Rain & Partially cloudy,rain
14-10-2019,32,24,27.7,37.9,24,30,23.4,78.5,0,0,74.2,7.6,1011.7,24.6,3.1,222.5,19.3,8,Partially cloudy,wind
15-10-2019,33,24,28.1,38.1,24,30.5,23.3,77,0,0,11.2,11.6,1012,21.4,3.3,207,17.9,8,Partially cloudy,partly-cloudy-day
16-10-2019,32,24,27.4,39.2,24,30,24.4,84.6,0,0,14.8,104.6,1012.5,36.5,3.1,201.9,17.5,7,Partially cloudy,partly-cloudy-day
17-10-2019,32,25,27.2,44.1,25,30.2,25.1,88.9,4.089,8.33,9.4,357.4,1012.4,42.5,3.1,191.3,16.5,7,Rain & Partially cloudy,rain
18-10-2019,33,24,28.8,43.8,24,33.9,25.3,82.4,0,0,9.4,56.2,1012.2,35.3,3,199,17.2,7,Partially cloudy,partly-cloudy-day
19-10-2019,34,25,29.2,45.3,25,34.3,25.4,81.2,0,0,11.2,52.8,1012.8,31.5,3.4,185,16,7,Partially cloudy,partly-cloudy-day
20-10-2019,33,25,29,42.1,25,33.7,24.9,80,0,0,11.2,31.7,1012.1,30.3,3.3,190.5,16.6,7,Partially cloudy,partly-cloudy-day
21-10-2019,32.1,25,28.4,42.3,25,32.9,25.2,83.6,0,0,13,348.2,1010.5,20.3,2.9,195.8,16.7,7,Partially cloudy,partly-cloudy-day
22-10-2019,32.1,25,28.3,39.2,25,31.8,24.7,82.1,0,0,13,340.7,1008.9,32.1,3,176.5,15.2,7,Partially cloudy,partly-cloudy-day
23-10-2019,31.7,23,26.8,38.5,23,29,24.2,86.2,5.051,8.33,13,23.1,1009,61.5,2.6,138,11.9,5,Rain & Partially cloudy,rain
24-10-2019,24.5,20,22.8,24.5,20,22.8,21.9,94.6,16.519,25,14.8,43.6,1010.9,79.4,2.6,30,2.7,2,Rain & Partially cloudy,rain
25-10-2019,24.7,20,22.4,24.7,20,22.4,21.7,95.9,29.975,29.17,16.6,90.7,1009.1,77.7,2.7,49.2,4.2,2,Rain & Partially cloudy,rain
26-10-2019,26.3,21,23.4,26.3,21,23.4,22.1,93,0,0,13,329.7,1011,72.7,3.2,110.7,9.6,6,Partially cloudy,partly-cloudy-day
27-10-2019,29.1,22,25,33.6,22,26.1,22.4,86,0,0,13,347.8,1011.7,38.1,3.7,166.7,14.4,7,Partially cloudy,partly-cloudy-day
28-10-2019,30,21,24.9,33.3,21,25.8,21.5,82.3,0,0,14.8,349.5,1012.6,19.2,3.4,167.9,14.5,7,Clear,clear-day
29-10-2019,30,21,25.1,34.1,21,26.1,21.6,81.9,0,0,13,324.7,1012.4,17.7,3.2,187.2,16.1,7,Clear,clear-day
30-10-2019,30,22,25.8,34.1,22,27.1,22.2,81.2,0,0,13,327.5,1011.2,18.6,2.9,193.9,16.8,8,Clear,clear-day
31-10-2019,30.1,22,25.7,33,22,26.9,21.6,79.5,0,0,13,334.2,1010.8,8.6,2.7,180.3,15.4,8,Clear,clear-day
01-11-2019,31,22,26.1,35.5,22,27.5,22,79.2,0,0,13,335.5,1010.7,23.5,2.8,184.7,15.9,7,Partially cloudy,partly-cloudy-day
02-11-2019,31,22,26.3,35.5,22,27.7,22.2,79.9,0,0,14.8,331.3,1011.2,26.5,2.9,203.8,17.5,8,Partially cloudy,partly-cloudy-day
03-11-2019,31,23,26.9,36.5,23,28.6,22.5,77.7,0,0,14.8,336.3,1011,43.5,3.1,192.5,16.6,7,Partially cloudy,partly-cloudy-day
04-11-2019,32,23,26.7,36.8,23,28.3,22.5,79.1,0,0,13,336,1011.2,14.7,3.1,197.2,17.1,7,Clear,clear-day
05-11-2019,31,22,26.4,35.5,22,27.7,22.1,79.1,0,0,13,339.5,1009.7,2.6,2.5,195.8,17,7,Clear,clear-day
06-11-2019,30,20,24.8,31.3,20,25.2,19.7,75.1,0,0,14.8,359.3,1009,34.5,2.2,202.1,17.5,7,Partially cloudy,partly-cloudy-day
07-11-2019,28.7,19,23.8,29.2,19,24.1,18.8,74.9,0,0,16.6,358.1,1009.2,40.2,2.8,199.4,17.1,7,Partially cloudy,partly-cloudy-day
08-11-2019,25.8,22,23.2,25.8,22,23.2,21.3,89.7,9.442,20.83,14.8,50.8,1009.7,71.9,2.9,49.4,4.4,2,Rain & Partially cloudy,rain
09-11-2019,23.7,22,22.5,23.7,22,22.5,21.8,95.9,85.013,25,27.7,44.4,1006.8,87.9,2.4,13.5,1.2,1,Rain & Partially cloudy,rain
10-11-2019,26.5,23,24.1,26.5,23,24.1,22.6,91.5,89.401,12.5,29.5,1.2,1005.9,64.5,3.1,95.5,8.2,4,Rain & Partially cloudy,rain
11-11-2019,29,21,24.8,33.6,21,26.1,22.3,86,0.002,4.17,14.8,336.1,1009.7,35.9,3.4,186.4,16.2,7,Rain & Partially cloudy,rain
12-11-2019,29,21,24.6,31.4,21,25.1,20.6,79.9,0,0,13,340.3,1012.3,15.1,2.8,178.8,15.5,7,Clear,clear-day
13-11-2019,29,19,23.7,30.8,19,24.1,19.5,79,0,0,11.2,344.9,1014.1,2.8,2.8,199.4,17.1,7,Clear,clear-day
14-11-2019,29,20,24.3,32,20,25,20.3,79.2,0,0,11.2,354.4,1014,18.5,3.1,194.7,16.7,7,Clear,clear-day
15-11-2019,31,21,25.2,33.7,21,26,20.7,77.5,0,0,9.4,341,1012.9,2.6,3.3,201.6,17.4,7,Clear,clear-day
16-11-2019,30,20,24.6,32.6,20,25.3,20.7,80.5,0,0,11.2,8.1,1012.8,0.8,3.2,195,16.8,7,Clear,clear-day
17-11-2019,30,19,24.1,31.3,19,24.6,19.6,77.8,0,0,13,302.6,1012.6,1.2,2.9,197.2,17,7,Clear,clear-day
18-11-2019,30,19,24.1,31.3,19,24.4,19.2,75.8,0,0,11.2,325.6,1012.8,0.1,2.8,182.3,15.7,7,Clear,clear-day
19-11-2019,28.3,19,23.7,29.8,19,23.8,17.8,71.5,0,0,14.8,344.6,1013,0.4,3.1,197.2,17,7,Clear,clear-day
20-11-2019,28.5,18,22.6,28.8,18,22.6,16.6,71.4,0,0,9.4,18.2,1013.8,1.1,3.4,197.1,17.1,7,Clear,clear-day
21-11-2019,28,17,22.3,28.6,17,22.4,16.9,73.2,0,0,14.8,4.1,1014.4,2,3,193.1,16.8,7,Clear,clear-day
22-11-2019,28,18,22.6,28.6,18,22.8,17.4,73.5,0,0,13,356.8,1014.5,1.6,2.8,187.9,16.3,7,Clear,clear-day
23-11-2019,27.6,18,22.7,28.7,18,22.9,18.5,78.6,0,0,7.6,340.6,1014.1,0.1,2.5,189.1,16.4,7,Clear,clear-day
24-11-2019,28,18,22.5,28.9,18,22.7,18,77.6,0,0,9.4,346.2,1013.7,0.1,2.4,183.9,15.8,7,Clear,clear-day
25-11-2019,29,18,23,30.8,18,23.5,19.3,80.7,0,0,11.2,4.7,1014.3,1.1,2.3,189,16.3,7,Clear,clear-day
26-11-2019,29,19,23.6,31.4,19,24.1,20.1,82.2,0,0,9.4,35.4,1014.1,0.1,2.3,177.8,15.3,7,Clear,clear-day
27-11-2019,29,19,23.6,31.5,19,24.2,20.2,82.1,0,0,11.2,16.8,1014.2,0.1,2.5,177,15.4,7,Clear,clear-day
28-11-2019,29.1,19,23.8,31.6,19,24.4,20.2,81.5,0,0,11.2,352.2,1014.1,0.1,3.2,187.2,16.1,7,Clear,clear-day
29-11-2019,29.2,18,23.9,31.4,18,24.5,19.8,79,0,0,9.4,2.1,1013.5,0.4,3.2,188.1,16.2,7,Clear,clear-day
30-11-2019,29,18,23.5,30.8,18,24,19.5,79.8,0,0,11.2,7.7,1013.7,8.2,3,175.8,15.3,7,Clear,clear-day
01-12-2019,27.1,18,22.7,27.9,18,22.9,18.3,77.6,0,0,14.8,12.2,1014.6,22.5,2.8,184.4,15.8,7,Partially cloudy,partly-cloudy-day
02-12-2019,27.8,18,22,27.8,18,22,15.8,70.3,0,0,14.8,347.4,1014.7,19.9,3,172.9,14.9,6,Clear,clear-day
03-12-2019,26.2,15,20.6,26.2,15,20.6,15.5,74.1,0,0,13,354.9,1014.9,0.1,2.9,172.7,14.9,7,Clear,clear-day
04-12-2019,25.8,15,20.3,25.8,15,20.3,14.2,70.4,0,0,14.8,346.8,1016.6,2.7,2.7,193.4,16.6,7,Clear,clear-day
05-12-2019,26.4,15,20.4,26.4,15,20.4,16,76.7,0,0,13,339.1,1016.9,0,2.9,190.6,16.5,7,Clear,clear-day
06-12-2019,28,15,22,28.9,15,22.2,17.3,76.6,0,0,11.2,148.5,1017,21.1,3,182.4,15.7,7,Partially cloudy,partly-cloudy-day
07-12-2019,28.5,18,23.2,29.7,18,23.4,17.7,73.4,0,0,9.4,17.7,1016.1,40.8,3.3,173.8,14.8,7,Partially cloudy,partly-cloudy-day
08-12-2019,29,20,23.7,29.5,20,23.9,17.6,70.1,0,0,13,266.1,1015.8,38.4,3,151.3,13,6,Partially cloudy,partly-cloudy-day
09-12-2019,27.6,18,22.4,28.2,18,22.5,16.4,70.1,0,0,14.8,354.4,1015.5,15.9,3,148.9,12.9,6,Clear,clear-day
10-12-2019,27.3,17,21.1,27.3,17,21.1,14.9,69.4,0,0,9.4,58.5,1013.8,36.2,3.1,150,13.1,7,Partially cloudy,partly-cloudy-day
11-12-2019,27,16,21.1,27.9,16,21.1,16.9,78.2,0,0,9.4,112,1013.1,28.2,2.7,131.2,11.4,5,Partially cloudy,partly-cloudy-day
12-12-2019,26.1,16,21.3,26.1,16,21.3,18.4,84.2,0,0,7.6,72,1014.4,26.9,2.8,133,11.6,5,Partially cloudy,partly-cloudy-day
13-12-2019,27,16,21.4,28.2,16,21.5,18,81.9,0,0,9.4,93.8,1015.8,19.2,2.2,155.4,13.3,6,Clear,clear-day
14-12-2019,27.3,18,22,28.6,18,22.3,18.7,82.8,0,0,9.4,328.1,1016.5,23,2,164.3,14.1,7,Partially cloudy,partly-cloudy-day
15-12-2019,26.1,16,20.8,26.1,16,20.8,17.9,84,0,0,11.2,0.7,1016.1,14.3,2.5,119.4,10.3,6,Clear,clear-day
16-12-2019,25.3,16,20.5,25.3,16,20.5,16.6,79.4,0,0,13,359.1,1015.8,19.1,2.9,160.2,13.8,7,Clear,clear-day
17-12-2019,24.5,17,20.2,24.5,17,20.2,16.4,79.4,0,0,13,351.7,1016.6,35.7,2.9,110.5,9.4,5,Partially cloudy,partly-cloudy-day
18-12-2019,21.5,13,17.1,21.5,13,17.1,12.9,77.6,0,0,18.4,341,1017.5,1.1,2.7,169.1,14.7,7,Clear,clear-day
19-12-2019,20.6,9,15,20.6,7.9,14.9,9.9,73.3,0,0,13,338,1015.9,0.4,2.8,189.4,16.4,7,Clear,clear-day
20-12-2019,21.1,10,15,21.1,9.6,14.9,10.4,75.8,0,0,11.2,324.3,1014.3,0.4,2.5,189.5,16.4,7,Clear,clear-day
21-12-2019,21.1,11,14.8,21.1,11,14.8,12,84.3,0,0,13,355.6,1015,16.5,2,164.6,14.1,6,Clear,clear-day
22-12-2019,19.2,10,14.3,19.2,9.6,14.3,12.1,87.2,0,0,13,8.5,1015.5,21.4,1.8,181.8,15.7,7,Partially cloudy,partly-cloudy-day
23-12-2019,22.2,12,16.6,22.2,12,16.6,14,85.5,0,0,14.8,359.8,1016,47.7,2,137.9,12,6,Partially cloudy,partly-cloudy-day
24-12-2019,22.1,12,16.6,22.1,12,16.6,13.2,82.2,0,0,14.8,353.7,1016.5,11.5,1.9,182.8,15.7,7,Clear,clear-day
25-12-2019,24,12,18,24,12,18,13.3,75.4,0,0,9.4,24.3,1015.4,11.9,2.4,161.8,14.1,7,Clear,clear-day
26-12-2019,18.2,12,15.5,18.2,12,15.5,13.1,85.8,0.812,8.33,14.8,11.2,1015.1,59.3,2,118,10,5,Rain & Partially cloudy,rain
