datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,icon
01-01-2014,25,12,18.5,25,12,18.5,12.5,71.4,0,0,14.8,335.2,1015.5,0,1.6,182.8,15.7,7,Clear,clear-day
02-01-2014,26,13,19.5,26,13,19.5,14.3,74.4,0,0,14.8,350.6,1015.5,0,1.9,181.7,15.6,7,Clear,clear-day
03-01-2014,23,15,18.1,23,15,18.1,13.3,75,0,0,18.4,354.1,1015.9,2.8,1.8,177.8,15.2,7,Clear,clear-day
04-01-2014,23,12,16.5,23,12,16.5,9.9,67.9,0,0,16.6,340.5,1014.5,0,2.3,186.8,16,7,Clear,clear-day
05-01-2014,25,12,17.3,25,12,17.3,11.3,70.4,0,0,14.8,305.4,1012.3,0,1.7,175.7,15.2,7,Clear,clear-day
06-01-2014,23,15,17.9,23,15,17.9,13.4,76.8,0,0,14.8,347.1,1013,32.1,1.5,164.7,14.2,6,Partially cloudy,partly-cloudy-day
07-01-2014,23,14,17.8,23,14,17.8,13.2,76.3,0,0,11.2,1.7,1014.9,11.8,1.7,167.4,14.4,6,Clear,clear-day
08-01-2014,23,12,16.5,23,12,16.5,9.5,67,0,0,13,353.7,1016.3,0,2.3,195.7,16.8,7,Clear,clear-day
09-01-2014,24,9,16.3,24,9,16.3,9.3,67.4,0,0,14.8,335.8,1014.8,0,2,191.3,16.5,7,Clear,clear-day
10-01-2014,24,10,16.8,24,10,16.8,11,72.2,0,0,14.8,13.7,1014.6,12.5,1.9,187.3,16.1,7,Clear,clear-day
11-01-2014,26,12,18.2,26,12,18.2,12.8,73.5,0,0,13,12.5,1015.2,0,1.9,186.3,16.1,7,Clear,clear-day
12-01-2014,23,16,18.7,23,16,18.7,14,75.5,0,0,11.2,350.5,1016.7,28.5,2.2,154,13.2,6,Partially cloudy,partly-cloudy-day
13-01-2014,24,14,18.3,24,14,18.3,13.9,77,0,0,16.6,346.6,1016.7,12,1.9,182.5,15.8,7,Clear,clear-day
14-01-2014,23,14,17,23,14,17,13.8,82.9,0,0,14.8,340,1015.3,5.3,1.8,185,15.8,7,Clear,clear-day
15-01-2014,18,12,14.4,18,12,14.4,12.8,90.3,0,0,13,354.9,1016.4,21.8,1.4,182.7,15.7,7,Partially cloudy,partly-cloudy-day
16-01-2014,19,12,15.1,19,12,15.1,12.6,85.4,0,0,11.2,5.6,1017.2,23.1,1.7,183.3,16,7,Partially cloudy,partly-cloudy-day
17-01-2014,24,13,17.2,24,13,17.2,13.9,82,0,0,13,0.4,1017.1,28.3,1.5,190.2,16.3,7,Partially cloudy,partly-cloudy-day
18-01-2014,27,11,18.8,27,11,18.8,13.4,74.2,0,0,11.2,30.7,1017.1,0,1.7,198.9,17.1,7,Clear,clear-day
19-01-2014,28,14,20.1,27.6,14,20.1,14.2,72,0,0,10.4,315.9,1017.9,3.3,2.1,184.8,15.9,7,Clear,clear-day
20-01-2014,23,15,18.8,23,15,18.8,14.7,77.7,0,0,16.6,4.8,1019.2,0,1.8,183,15.8,7,Clear,clear-day
21-01-2014,22,13,16.4,22,13,16.4,13.1,81.8,0,0,13,1.6,1018.8,11.7,1.8,206.5,17.8,8,Clear,clear-day
22-01-2014,24,12,17.2,24,12,17.2,11.9,74.8,0,0,10.8,8.8,1017.5,34,1.7,209.6,18.1,8,Partially cloudy,partly-cloudy-day
23-01-2014,27,12,18.7,26.3,12,18.6,10.4,64.3,0,0,9.4,318.3,1016.1,4.2,2,207.7,17.9,8,Clear,clear-day
24-01-2014,26,14,19,26,14,19,14.3,75.7,0,0,11.2,342.6,1015,0,2,198.7,17.1,7,Clear,clear-day
25-01-2014,27,15,20.1,27.1,15,20.1,14,70.2,0,0,16.6,343.8,1014.4,9.6,2.5,207.3,17.8,8,Clear,clear-day
26-01-2014,25,14,19.3,25,14,19.3,13.1,69.7,0,0,18.4,357.9,1015.5,1.2,3.1,220.5,19.1,8,Clear,clear-day
27-01-2014,23,13,17.3,23,13,17.3,11.3,70.2,0,0,16.6,346.2,1015.7,2.3,2.3,211.8,18.3,8,Clear,clear-day
28-01-2014,22,11.3,15.8,22,11.3,15.8,11.4,76.2,0,0,18.4,0.4,1015.5,3.9,1.9,174.3,15.1,6,Clear,clear-day
29-01-2014,24,12,17.2,24,12,17.2,12.6,76.4,0,0,16.6,352.4,1015.7,0,2,200.6,17.5,7,Clear,clear-day
30-01-2014,26,13,18.7,26,13,18.7,13,72.9,0,0,14.8,353.4,1015.8,4.2,1.7,181.3,15.8,7,Clear,clear-day
31-01-2014,26,13,18.1,26,13,18.1,12.2,71.2,0,0,13,356.8,1016,0,2.1,213.4,18.4,8,Clear,clear-day
01-02-2014,27,14,18.6,26.8,14,18.6,13,72.3,0,0,14.8,346.3,1015.4,0,2.2,215.6,18.7,8,Clear,clear-day
02-02-2014,25,12,17.9,25,12,17.9,11.4,68.7,0,0,14.8,350.1,1013.9,0,2.3,228.1,19.8,8,Clear,clear-day
03-02-2014,27,12,18.2,26.4,12,18.2,10.1,63.9,0,0,13,352.3,1011.4,0,2.6,225.8,19.5,8,Clear,clear-day
04-02-2014,28,13,19.5,27.5,13,19.4,12.1,66.5,0,0,13,332.2,1009.3,0,2.1,225.5,19.3,8,Clear,clear-day
05-02-2014,30,14,21,28.8,14,20.8,14,69.3,0,0,13,289.7,1008.7,0,2,222,19.2,8,Clear,clear-day
06-02-2014,30,16,23.5,28.8,16,23.2,13.5,56.1,0,0,14.8,317.4,1009.5,0,2.8,221,19.1,8,Clear,clear-day
07-02-2014,31,17,23.7,30.1,17,23.4,14.4,60.8,0,0,11.2,259.6,1008.8,0,2.8,228.5,19.6,8,Clear,clear-day
08-02-2014,31,19,24.3,29.8,19,24.2,16.6,65.5,0,0,11.2,216.5,1006.5,13.4,2.3,210.5,18.1,8,Clear,clear-day
09-02-2014,31,19,23.9,29.8,19,23.7,16.3,66.8,0,0,14.8,1.4,1006.9,3.5,2.6,231.1,19.8,8,Clear,clear-day
10-02-2014,28,18,22.6,27.8,18,22.6,14.8,63.4,0,0,16.6,42.3,1008.9,18,2.7,217.3,18.9,8,Clear,clear-day
11-02-2014,27,17,21.5,27.3,17,21.6,15.2,69.2,0,0,13,8.4,1008.9,11,2.4,204.3,17.6,8,Clear,clear-day
12-02-2014,27,17,21.4,26.3,17,21.3,11,55.4,0,0,16.6,353.3,1010.1,0,3,211.9,18.3,8,Clear,clear-day
13-02-2014,27,14,20.4,26.7,14,20.3,11.6,60.1,0,0,16.6,52.4,1013.1,0,2.7,227.1,19.6,8,Clear,clear-day
14-02-2014,30,16,21.9,29.4,16,21.8,14,63,0,0,13,124,1012.3,6.3,2.5,223.1,19.4,8,Clear,clear-day
15-02-2014,26,18,21.6,26,18,21.6,16.4,73,1.3,8.33,18.4,50.8,1010.8,43.5,1.9,218.2,18.8,8,Rain  & Partially cloudy,rain
16-02-2014,20,18,19,20,18,19,17.4,90.9,31,20.83,18.4,117.6,1010.8,87.1,1.7,78,6.6,3,Rain & Partially cloudy,rain
17-02-2014,24,16,19.3,24,16,19.3,14.8,77.6,3,4.17,20.5,319.4,1013.2,46,2.8,225.3,19.5,8,Rain & Partially cloudy,rain
18-02-2014,24,11.4,18.1,24,11.4,18.1,9.5,61,0,0,14.8,343.8,1016.5,0,2.9,256.6,22.3,9,Clear,clear-day
19-02-2014,25,14,19,25,14,19,11.7,65.4,0,0,16.6,346.9,1014.8,0,2.8,227.3,19.8,8,Clear,clear-day
20-02-2014,26,14,19.5,26,14,19.5,11.4,64.1,0,0,13,331.8,1013.4,0,2.4,240.4,20.8,8,Clear,clear-day
21-02-2014,28,15,21,27.8,15,20.9,14.2,69.3,0,0,11.2,131,1013.8,0,1.9,231,20.1,8,Clear,clear-day
22-02-2014,30,16,22.8,29.4,16,22.7,15.9,69.2,0,0,11.1,167.3,1014.5,0,2,232.5,20.2,8,Clear,clear-day
23-02-2014,29,18,23.1,29.1,18,23.2,16.7,69.3,0,0,22.3,51.1,1015.3,25.4,2.5,170.1,14.7,7,Partially cloudy,partly-cloudy-day
24-02-2014,29,18,23.4,29.1,18,23.5,17,69.5,0,0,9.4,13.5,1015.5,21.8,2.9,223.4,19.4,8,Partially cloudy,partly-cloudy-day
25-02-2014,28,20,23.9,28.9,20,24.1,18.5,73.2,0,0,16.6,42.8,1015.3,22.3,2.4,235.6,20.6,9,Partially cloudy,partly-cloudy-day
26-02-2014,30,19,23.6,30.4,19,23.7,16.7,67.2,0,0,13,18.9,1013.6,11.9,2.3,231.7,20.1,8,Clear,clear-day
27-02-2014,28,19,23.5,28.3,19,23.5,16.3,66.7,0,0,18.4,351.5,1014,44.9,2.3,230.9,20.1,8,Partially cloudy,partly-cloudy-day
28-02-2014,30,20,22.8,29.7,20,22.8,16.5,69.5,0,0,24.1,342.7,1014.3,43.1,3.3,227.3,19.7,8,Partially cloudy,partly-cloudy-day
01-03-2014,29,19,23.3,29.8,19,23.4,17.1,70.5,0,0,18.4,8.2,1013.7,43.9,2.8,248.4,21.6,9,Partially cloudy,partly-cloudy-day
02-03-2014,29,19,23.1,29.5,19,23.2,16.8,69,0,0,14.6,348.1,1013,41.6,2.7,238.3,20.5,9,Partially cloudy,partly-cloudy-day
03-03-2014,29,18,23.4,29.1,18,23.4,16.4,67.9,0,0,16.6,359.5,1013.4,31.8,2.9,237.3,20.5,9,Partially cloudy,partly-cloudy-day
04-03-2014,29,20,23.8,28.8,20,23.7,15.5,61.6,0.1,4.17,20.3,346.4,1014.3,53,3,201.3,17.4,8,Rain & Partially cloudy,rain
05-03-2014,28,19,23.3,27.8,19,23.3,14.5,59.8,0,0,13,330.8,1013.6,13.7,3.2,259.8,22.5,9,Clear,clear-day
06-03-2014,29,18,23.7,28.8,18,23.7,15.8,63.3,0,0,14.8,346.6,1013.3,17.7,2.6,261,22.6,9,Clear,clear-day
07-03-2014,30,20,24.4,28.5,20,24.1,13.5,54.8,0,0,16.6,349.6,1014.1,15.9,3.2,265.3,22.8,9,Clear,clear-day
08-03-2014,31,17,23.8,29.5,17,23.5,13.1,55.4,0,0,9.4,2,1015,3.5,2.5,264,22.8,9,Clear,clear-day
09-03-2014,31,19,24.6,29.8,19,24.3,14.5,56.6,0,0,14.6,338.6,1013.8,22.2,2.8,239.2,20.8,9,Partially cloudy,partly-cloudy-day
10-03-2014,31,18,24.6,29.7,18,24.3,12.8,50.9,0,0,16.4,325.8,1013.5,37.6,2.9,252.2,21.7,9,Partially cloudy,partly-cloudy-day
11-03-2014,33,21,26.5,33,21,26.5,16.5,56.4,0,0,12.8,275.6,1013.6,12,2.9,253,21.8,9,Clear,clear-day
12-03-2014,33,22,27.8,33.5,22,28,17.3,55,0,0,12.8,236.3,1012.8,27.1,3.2,217.2,18.9,9,Partially cloudy,partly-cloudy-day
13-03-2014,32,24.9,27.5,32.9,24.9,28,18.6,59.4,0,0,13,295.4,1012.1,46.9,3.2,162.9,14.1,7,Partially cloudy,partly-cloudy-day
14-03-2014,33,22,27.3,33,22,27.4,17.5,58.2,0,0,14.8,345.9,1012.3,11.3,3,262.4,22.7,9,Clear,clear-day
15-03-2014,33,21,26.6,32,21,26.3,15.4,53.5,0,0,13,353.2,1013.6,5.5,2.8,274.1,23.9,9,Clear,clear-day
16-03-2014,34,20,26.9,33.3,20,26.5,14.9,51.9,0,0,16.6,301.8,1014,0,2.6,270.9,23.6,9,Clear,clear-day
17-03-2014,35,23,28.1,37.6,23,29.2,19.2,61.1,0,0,11.2,255.2,1012.4,11.7,2.6,271.6,23.7,9,Clear,clear-day
18-03-2014,36,24,29.2,39.3,24,31,21.2,65.8,0,0,13,198,1011.2,16.6,2.7,280.1,24.2,9,Clear,clear-day
19-03-2014,35,23,29,35.7,23,30,19.8,61.7,0,0,14.8,200.4,1009.1,25.3,2.7,257.4,22.3,9,Partially cloudy,partly-cloudy-day
20-03-2014,34,24,28.8,32.5,24,28.4,14.8,46.3,0,0,14.8,354,1009.5,20.1,3.4,273,23.7,9,Partially cloudy,partly-cloudy-day
21-03-2014,34,23,27.4,32.5,23,27,13.9,46.4,0,0,11.2,4.1,1008.1,0,3.3,273.9,23.7,9,Clear,clear-day
22-03-2014,35,22,27.6,38.5,22,29.4,21.4,70.8,0,0,22.3,164.2,1006.5,23,2.6,275,23.8,9,Partially cloudy,partly-cloudy-day
23-03-2014,32,21,25.7,34.2,21,26.3,19,67.9,0,0,20.5,129.3,1009,50.6,3.1,267.9,23.2,9,Partially cloudy,partly-cloudy-day
24-03-2014,34,23,26.9,38.3,23,28.6,21.6,74.9,15,4.17,16.4,155.7,1010.5,53.8,2.9,273.9,23.7,9,Rain & Partially cloudy,rain
25-03-2014,32,22,25.8,37.9,22,27.5,21.1,75.9,1,4.17,25.9,176.1,1009.8,40.2,3,271.7,23.4,9,Rain & Partially cloudy,rain
26-03-2014,35,22,28.5,37.7,22,31.1,22.1,71.2,0,0,22.3,198.1,1008.9,29.2,3.1,262.5,22.7,9,Partially cloudy,partly-cloudy-day
27-03-2014,37,26,30.8,41.9,26,35.6,24.1,70,0,0,16.6,212.5,1007.8,35.9,2.7,259.7,22.5,9,Partially cloudy,partly-cloudy-day
28-03-2014,37,27,31.5,40.6,30.1,34.7,21.5,59,0,0,13,296.6,1007,11.4,3.4,278.5,24.1,9,Clear,clear-day
29-03-2014,39,26,32.6,40.6,26,34.4,19.4,49.2,0,0,14.8,245.5,1006.1,0,3.5,292.8,25.2,10,Clear,clear-day
30-03-2014,40,28,33.2,40.9,29.7,34.6,18.5,44.3,0,0,18.4,257.3,1005.1,3.4,3.5,294.9,25.4,10,Clear,clear-day
31-03-2014,39,28,32.2,38.3,29.2,33.2,17.7,45.5,0,0,12.8,288.9,1005,1.1,3.4,289.8,25,10,Clear,clear-day
01-04-2014,35,25,30.7,33.7,25,31.2,17.4,50,0,0,16.6,9.9,1004.9,22.6,3.3,266.4,23,9,Partially cloudy,partly-cloudy-day
02-04-2014,37,26,31,39.4,26,33.1,20.2,58.1,0,0,16.6,183.1,1005.3,26.7,3.1,278.1,24,9,Partially cloudy,partly-cloudy-day
03-04-2014,36,26,30.2,46.3,26,36,25.2,76,0,0,20.5,155.9,1006.1,24.2,2.8,274.1,23.7,9,Partially cloudy,partly-cloudy-day
04-04-2014,32,26,28.5,34.9,26,31.3,22.5,71,0,0,24.1,140.3,1007.2,37,3.3,271.7,23.5,9,Partially cloudy,partly-cloudy-day
05-04-2014,36,24,29.6,36.1,24,30.1,18.6,57.4,0,0,14.8,230.7,1007.6,10.3,3.3,302.1,26,10,Clear,clear-day
06-04-2014,38,26,31.2,37.7,26,31.9,18.8,54.4,0,0,18.4,202,1007.5,4.6,3.1,292.5,25.2,10,Clear,clear-day
07-04-2014,37,27,31.1,49.5,30.1,37.4,24.8,70.9,0,0,22.3,173,1007.1,35.3,3.3,290,25.1,10,Partially cloudy,partly-cloudy-day
08-04-2014,37,27,31.2,49.5,30.6,39.1,26,75.4,0,0,25.9,170.6,1005.2,43.9,3.1,278.2,24.2,9,Partially cloudy,partly-cloudy-day
09-04-2014,35,28,31.1,43.3,32.7,36.9,24.5,69.4,0,0,18.4,136.6,1006.8,51.6,3.3,260.2,22.3,9,Partially cloudy,partly-cloudy-day
10-04-2014,37,28,31.4,42.3,28.3,34,19.4,54.9,0,0,14.8,278.4,1008.6,33.8,3.4,271.1,23.4,9,Partially cloudy,partly-cloudy-day
11-04-2014,38,26,31.5,38.6,26,33.5,20.2,55.6,0,0,24.1,203.9,1008.3,19.8,3.1,291,25.2,9,Clear,clear-day
12-04-2014,38,25,31,41.4,25,33.4,21.2,58.3,0,0,25.6,181.3,1007.5,11.8,3.2,276.3,23.8,9,Clear,clear-day
13-04-2014,35,25,30,37.7,25,32.2,20.8,59.3,0,0,18.4,173.1,1009.1,37.4,3.6,272.8,23.6,9,Partially cloudy,partly-cloudy-day
14-04-2014,36,25,30.4,39.5,25,32.9,21.9,63,0,0,14.6,141.5,1009.7,12.4,3.6,290.1,25.1,10,Clear,clear-day
15-04-2014,37,26,31.3,44.5,26,35.6,23.1,63.7,0,0,18.4,177.4,1008.8,25.3,3.1,288.9,24.9,9,Partially cloudy,partly-cloudy-day
16-04-2014,39,26,32,44.6,26,35.4,22,58.7,0,0,20.5,183.5,1006.6,15,3.3,293.5,25.3,10,Clear,clear-day
17-04-2014,38,28,31.8,44.5,31.9,36.6,23.3,62.9,0,0,22.3,194,1005.5,31.8,3.3,291.4,25.2,9,Partially cloudy,partly-cloudy-day
18-04-2014,38,27,31.9,44.5,30.1,36.5,23.1,61.7,0,0,13,184.1,1007.8,29.5,3.3,292.8,25.3,10,Partially cloudy,partly-cloudy-day
19-04-2014,39,28,32.5,43.5,30.6,35.9,21.4,53.4,0,0,18.2,354.5,1007.5,21.2,3.3,284.2,24.4,9,Partially cloudy,partly-cloudy-day
20-04-2014,39,28,32.5,41,30.3,35.9,21.5,55.4,0.2,4.17,11.2,286.3,1006.9,28.9,2.9,191.3,16.7,7,Rain & Partially cloudy,rain
21-04-2014,38,26,32.3,37.7,26,32.8,16.9,42.6,0,0,13,352.7,1007.9,12.2,3.5,240.4,20.7,9,Clear,clear-day
22-04-2014,39,27,33.2,42.3,29.2,35.8,20.4,49.2,0,0,13,329.5,1009,6.9,3.1,262,22.6,9,Clear,clear-day
23-04-2014,41,29,34.3,42,31.9,35.9,18.2,41.1,0,0,14.8,280.5,1006.9,6.9,3.5,277.5,23.8,8,Clear,clear-day
24-04-2014,40,28.9,34.1,43.6,32,37.5,20.9,48.1,0,0,20.5,212.7,1004.6,21.5,3.5,277.5,23.9,9,Partially cloudy,partly-cloudy-day
25-04-2014,41,28,34.1,43.4,31.3,38.7,22.2,53.7,0,0,18.4,175.3,1004.7,11.1,3.4,303.3,26.2,10,Clear,clear-day
26-04-2014,40,28,32.9,50,33.6,41.9,26.2,70.3,0,0,19.8,161.1,1004.9,17.1,3.3,298.2,25.6,10,Clear,clear-day
27-04-2014,40,28,33,53.5,34.5,42.8,26.8,72.2,0,0,25.9,169.6,1005.7,20.7,3.4,296.4,25.6,10,Partially cloudy,partly-cloudy-day
28-04-2014,37,29,32.2,47.6,35.6,40.5,25.9,70.3,0,0,20.5,159.1,1005.7,34.6,3.7,245,21.3,8,Partially cloudy,partly-cloudy-day
29-04-2014,38,27,32,49,30.6,39.4,25.4,69.6,0,0,25.9,170.4,1004.9,22.5,3.7,263.8,22.7,9,Partially cloudy,partly-cloudy-day
30-04-2014,38,27,32,49,29.6,39.1,25.1,68.2,0,0,24.1,158.9,1005.4,24.6,3.5,283.1,24.3,10,Partially cloudy,partly-cloudy-day
01-05-2014,39,28,32,49,33.6,39.8,25.8,71.9,0,0,27.4,168.3,1003.9,34.6,3.5,253.3,21.7,9,Partially cloudy,partly-cloudy-day
02-05-2014,36,25,29.7,44.7,25,33.3,23.3,69.9,0,0,36.6,109.3,1006.1,48.6,3.4,195,16.9,7,Partially cloudy,partly-cloudy-day
03-05-2014,32,23,27.2,36.8,23,28.9,21.9,74,44,12.5,36.7,163.6,1006.4,51.1,3.2,185.8,16.1,6,Rain & Partially cloudy,rain
04-05-2014,34,23,28.1,43.5,23,32.3,23.5,76.9,12,4.17,25.9,178,1005.7,49.3,3.6,288.5,24.9,9,Rain & Partially cloudy,rain
05-05-2014,30,24,27.1,34.1,24,29.3,22,74.1,0.3,4.17,25.2,160.3,1007.9,60.5,3,223.1,19.4,7,Rain & Partially cloudy,rain
06-05-2014,35,23.9,30,40.6,23.9,34.1,24.1,72.9,0,0,20.5,180.2,1008,32.9,3.2,311.9,26.9,10,Partially cloudy,partly-cloudy-day
07-05-2014,35,28,31.1,42,32.7,36.7,24.3,68.4,0,0,27.7,198.4,1005.7,42.9,4,308.8,26.7,10,Partially cloudy,partly-cloudy-day
08-05-2014,37,28,32.2,46.3,32.7,39.6,25.3,68.1,0,0,29.5,201.1,1002.8,33.8,4,291.1,25.2,9,Partially cloudy,partly-cloudy-day
09-05-2014,39,29,33,45.8,35.6,39.9,24.7,63.8,0,0,31.5,205.3,1000.6,38.7,3.8,209.9,18,7,Partially cloudy,partly-cloudy-day
10-05-2014,37,29,32.3,42.1,31.9,36.1,21.9,54.7,0,0,24.1,223.4,1002.3,76.1,3.6,249.3,21.4,8,Partially cloudy,partly-cloudy-day
11-05-2014,35,28,31.3,44.9,30.7,37.1,24,66.1,1,4.17,22.1,185.2,1003.5,43.5,4.2,247.8,21.5,8,Rain & Partially cloudy,rain
12-05-2014,41,28,33,47.1,31.8,39.1,23.9,62.5,0,0,25.6,173.7,1003.2,18.5,3.5,229.4,19.9,7,Clear,clear-day
13-05-2014,40,28.2,33.1,51.6,34.7,42.9,26.7,71.2,0,0,24.1,173.5,1003.6,24.8,3.5,244,21.3,7,Partially cloudy,partly-cloudy-day
14-05-2014,40,30,33.7,47.2,37.4,42.2,25.6,65.7,0,0,20.5,186.5,1002.8,23.3,3.2,228.1,19.8,7,Partially cloudy,partly-cloudy-day
15-05-2014,39,29,33.7,45.3,32,37.9,21.1,53.8,0,0,24.1,216.1,1001.8,12,3.5,272.7,23.6,9,Clear,clear-day
16-05-2014,40,28,33.3,48.1,33.6,39.1,23.3,60.1,0,0,24.1,173,1003,25.3,3.4,314.7,27.2,10,Partially cloudy,partly-cloudy-day
17-05-2014,41,30,33.5,47.2,35.1,40.9,24.8,63.1,0,0,24.1,195.8,1004.6,17.5,3.3,279.9,24.4,9,Clear,clear-day
18-05-2014,40,29,33.4,47.2,35.6,41,25.1,64.1,0,0,25.9,189.8,1004.2,25.4,3.5,248.4,21.5,8,Partially cloudy,partly-cloudy-day
19-05-2014,40,29,33.4,45.9,34.5,40.7,24.8,63.9,0,0,22.3,175.8,1004.4,15.6,2.9,267,23.2,9,Clear,clear-day
20-05-2014,41,28,33.5,45.8,34.5,40.9,24.7,65.6,0,0,25.9,189.5,1003.4,23.3,3.2,255.6,22,8,Partially cloudy,partly-cloudy-day
21-05-2014,41,29,33.4,49.7,36.8,41.5,25.5,66.4,0,0,25.9,179.5,1001.4,19.8,3.2,203.1,17.5,7,Clear,clear-day
22-05-2014,39,29,32.8,47.3,35.1,40.4,25.3,66.7,0,0,25.9,169.5,1000.3,38.5,3.5,164,14.1,5,Partially cloudy,partly-cloudy-day
23-05-2014,38,29,33,44.5,35.6,40.3,25,65.3,0,0,22.3,165.1,1002.2,31.3,3.9,238.3,20.4,8,Partially cloudy,partly-cloudy-day
24-05-2014,36.9,29,31.5,47.5,33.6,39.2,25.6,72.1,0,0,29.2,119.1,1005.2,46.1,3.8,170.5,14.6,6,Partially cloudy,partly-cloudy-day
25-05-2014,33,27,28.3,42.1,30.6,33.4,25.5,85.2,2,4.17,22.1,93.8,1006.9,61.8,3.2,114.2,9.8,3,Rain & Partially cloudy,rain
26-05-2014,32,25.1,28,40.7,25.1,32.7,25.7,88,18,4.17,18.4,95,1007.1,72.6,2.8,231.3,20,8,Rain & Partially cloudy,rain
27-05-2014,28,26,26.7,34.6,26,29.3,25.3,92,13,4.17,14.8,111.6,1005,73.9,2.6,247,21.5,8,Rain & Partially cloudy,rain
28-05-2014,35,26,29.5,42.1,26,34.3,24.8,77.4,0,0,22.3,200.7,1003,62.8,3.3,212.7,18.2,7,Partially cloudy,partly-cloudy-day
29-05-2014,35,26,30.4,46.7,26,37.4,26,78.3,0,0,18.4,169.7,1004.1,37.9,3.3,177.4,15.2,5,Partially cloudy,partly-cloudy-day
30-05-2014,37,28,31.9,47.6,33.6,41.2,26.7,75.3,0,0,29.5,167,1002,56.9,3.3,173.7,14.9,6,Partially cloudy,partly-cloudy-day
31-05-2014,31,23,26.3,42.4,23,29.6,24.6,90.7,33,4.17,20.5,171.9,1001.9,74.8,2.8,142.2,12.5,4,Rain & Partially cloudy,rain
01-06-2014,31,23,28.1,39.1,23,32.6,24.4,80.9,0,0,11,151.7,1003.6,57.9,2.6,231.3,20,8,Partially cloudy,partly-cloudy-day
02-06-2014,35,28,29.7,44.9,32.7,36.8,26.1,81.3,0,0,13,185.6,1003.7,56.9,3,137.6,11.6,4,Partially cloudy,partly-cloudy-day
03-06-2014,33,27,30,47.8,30.6,38.6,26.8,83,0,0,16.4,166.9,1002,67.8,2.7,183.6,15.9,6,Partially cloudy,partly-cloudy-day
04-06-2014,36,29,32,46.7,36.8,41.3,26.6,74.4,0,0,20.9,184.1,1001,49.4,3.3,149.6,13.1,5,Partially cloudy,partly-cloudy-day
05-06-2014,36,29,31.8,46.3,36.8,40.7,26.4,73.9,0,0,24.1,180.2,999.9,34.2,3.3,202.6,17.6,7,Partially cloudy,partly-cloudy-day
06-06-2014,37,29,32.1,49.4,36.8,41.4,26.6,74,0,0,27.7,176.1,998.7,40.6,3.4,156.2,13.5,5,Partially cloudy,partly-cloudy-day
07-06-2014,36,29,32,48.1,34.5,41.3,26.5,73.5,0,0,29.5,174,997.8,45.3,3.3,201.4,17.4,6,Partially cloudy,partly-cloudy-day
08-06-2014,35,28,31.7,46.7,31.3,41,26.6,75.2,0,0,29.5,171.2,997,50,3.4,148.7,12.7,5,Partially cloudy,partly-cloudy-day
09-06-2014,36,29,32.2,50.2,36.8,42.9,27.3,75.8,0,0,27.7,171.7,997.1,63.7,3.3,121.1,10.4,4,Partially cloudy,partly-cloudy-day
10-06-2014,37,29,32.5,49.5,36.8,43.4,27.4,75.5,0,0,22.3,174.3,997.5,45.3,3,128,11,4,Partially cloudy,partly-cloudy-day
11-06-2014,38,28,32.5,52.9,31.3,43.2,27.1,74.5,0.4,4.17,25.9,170.6,996.9,54.4,3.3,127.6,11,4,Rain & Partially cloudy,rain
12-06-2014,38,28,31.9,55.2,31.9,41.9,26.7,74.9,26,4.17,22.3,168.4,995.5,45.6,3.2,237.1,20.4,8,Rain & Partially cloudy,rain
13-06-2014,36,28,32.1,52,32.6,42.5,27,75.1,0.4,4.17,18.4,127.7,995.4,53.7,2.8,150.6,13,5,Rain & Partially cloudy,rain
14-06-2014,39,25,30.8,52.1,25,38.4,25.9,76.5,15,4.17,22.3,173.5,997.3,52.8,2.9,113,9.6,4,Rain & Partially cloudy,rain
15-06-2014,38,25,29.3,55.1,25,35.3,25.8,82.6,23,4.17,54.7,153,998,62.2,2.8,163.2,14.2,5,Rain & Partially cloudy,rain
16-06-2014,36,26,30.9,48.1,26,38.1,25.9,76.2,51,4.17,24.1,114.7,997.9,47,3,153.8,13.3,5,Rain & Partially cloudy,rain
17-06-2014,36,25,30,48,25,38.1,26.7,83.3,7,4.17,16.6,115.3,997,70.8,2.9,145.6,12.7,5,Rain & Partially cloudy,rain
18-06-2014,32,28,29.5,46.2,34.4,38.7,27.5,89.2,7,4.17,14.8,169.5,996.2,72.8,2.6,122.9,10.6,4,Rain & Partially cloudy,rain
19-06-2014,29,28,28.7,38.2,33.6,36.8,27.5,93,8,8.33,11.2,189.6,995.3,94.1,2.1,121.3,10.4,4,Rain & Overcast,rain
20-06-2014,32,27,28.4,42.3,31.2,34.8,26.6,90.3,6,8.33,13,213.4,994.7,83.5,3,101.9,8.9,4,Rain & Partially cloudy,rain
21-06-2014,28,27,27.4,34.5,30.6,32.2,26.1,92.7,7,8.33,22.3,216.5,997.2,90.9,2.8,108.6,9.5,4,Rain & Overcast,rain
22-06-2014,33,27,29.9,42.3,30.6,37.7,26.5,83,7,8.33,16.6,207.8,998.7,86.9,2.8,99.8,8.5,3,Rain & Partially cloudy,rain
23-06-2014,34,28,31.2,50.4,34.5,42.6,28,84.1,0,0,13,186.5,997.7,88.3,2.6,125.9,10.9,4,Partially cloudy,partly-cloudy-day
